scenario_id,question,location,square_footage,insulation,household_size,utility_budget,housing_type,outdoor_temp,house_age,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_emissions
0,The house will be empty for 8 hours today. What AC temperature should I set?,"Chester Springs, PA",1800,Poor,3,$200 ,Condo,88,22,78,5.9,5.9,8.6,9.59,6.9935,1,8.61,1.64,5.56
0,The house will be empty for 8 hours today. What AC temperature should I set?,"Chester Springs, PA",1800,Poor,3,$200 ,Condo,88,22,80,6.24,6.24,6.11,10,6.778,2,8.09,1.54,5.22
0,The house will be empty for 8 hours today. What AC temperature should I set?,"Chester Springs, PA",1800,Poor,3,$200 ,Condo,88,22,83,6.76,6.76,2.86,8.72,6.274,3,7.31,1.39,4.72
1,The house will be empty for 8 hours today. What heat setting should I use?,"Chester Springs, PA",1800,Poor,3,$200 ,Condo,25,22,65,5.08,5.08,4.06,7.29,5.2075,3,9.83,1.87,6.35
1,The house will be empty for 8 hours today. What heat setting should I use?,"Chester Springs, PA",1800,Poor,3,$200 ,Condo,25,22,68,4.54,4.54,8.6,7.29,5.7645,1,10.64,2.02,6.87
1,The house will be empty for 8 hours today. What heat setting should I use?,"Chester Springs, PA",1800,Poor,3,$200 ,Condo,25,22,71,3.99,4,9.32,7.29,5.5545,2,11.45,2.18,7.39
2,"With 4 people home on a hot day, what's the best AC setting?","Lancaster, PA",2500,Good,4,$500 ,Single-family,92,27,72,4.06,4.06,5.73,8.72,5.093,3,11.36,2.16,7.34
2,"With 4 people home on a hot day, what's the best AC setting?","Lancaster, PA",2500,Good,4,$500 ,Single-family,92,27,76,4.58,4.58,10,9.59,6.4155,1,10.58,2.01,6.83
2,"With 4 people home on a hot day, what's the best AC setting?","Lancaster, PA",2500,Good,4,$500 ,Single-family,92,27,80,5.1,5.1,5.73,9.59,5.8995,2,9.8,1.86,6.33
3,Cold day today with 4 people home. What's a good heating temperature?,"Lancaster, PA",2500,Good,4,$500 ,Single-family,20,27,68,5.74,5.74,8.46,7.29,6.5165,1,8.84,1.68,5.71
3,Cold day today with 4 people home. What's a good heating temperature?,"Lancaster, PA",2500,Good,4,$500 ,Single-family,20,27,71,5.34,5.34,9.25,7.29,6.4145,2,9.44,1.79,6.1
3,Cold day today with 4 people home. What's a good heating temperature?,"Lancaster, PA",2500,Good,4,$500 ,Single-family,20,27,74,4.93,4.93,6.65,7.29,5.628,3,10.05,1.91,6.49
4,The house will be empty for 4 hours today. What AC temperature should I set?,"Pittsburgh, PA",2000,Medium,2,$250 ,Single-family,85,32,75,5.35,5.35,9.32,9.59,6.78,2,9.42,1.79,6.09
4,The house will be empty for 4 hours today. What AC temperature should I set?,"Pittsburgh, PA",2000,Medium,2,$250 ,Single-family,85,32,78,5.86,5.86,8.6,10,7.029,1,8.66,1.65,5.59
4,The house will be empty for 4 hours today. What AC temperature should I set?,"Pittsburgh, PA",2000,Medium,2,$250 ,Single-family,85,32,81,6.37,6.37,5.13,10,6.6665,3,7.9,1.5,5.1
5,The house will be empty for 4 hours today. What heat setting should I use?,"Pittsburgh, PA",2000,Medium,2,$250 ,Single-family,28,32,66,5.58,5.58,5.13,7.29,5.7465,3,9.07,1.72,5.86
5,The house will be empty for 4 hours today. What heat setting should I use?,"Pittsburgh, PA",2000,Medium,2,$250 ,Single-family,28,32,69,5.05,5.05,9.32,7.29,6.24,1,9.87,1.88,6.37
5,The house will be empty for 4 hours today. What heat setting should I use?,"Pittsburgh, PA",2000,Medium,2,$250 ,Single-family,28,32,72,4.52,4.52,8.6,7.29,5.7515,2,10.66,2.03,6.89
6,Someone's home all day and it's hot outside. What should I set the AC to?,"West Chester, PA",1600,Medium,2,$220 ,Townhouse,90,37,77,5.36,5.36,9.32,9.59,6.7865,1,9.41,1.79,6.07
6,Someone's home all day and it's hot outside. What should I set the AC to?,"West Chester, PA",1600,Medium,2,$220 ,Townhouse,90,37,80,5.82,5.82,6.11,9.59,6.4435,2,8.72,1.66,5.63
6,Someone's home all day and it's hot outside. What should I set the AC to?,"West Chester, PA",1600,Medium,2,$220 ,Townhouse,90,37,83,6.28,6.28,2.86,8.72,5.962,3,8.03,1.53,5.19
7,Someone's home all day and it's cold. What heating temperature should I use?,"West Chester, PA",1600,Medium,2,$220 ,Townhouse,22,37,65,5.53,5.53,4.06,7.29,5.5,3,9.16,1.74,5.91
7,Someone's home all day and it's cold. What heating temperature should I use?,"West Chester, PA",1600,Medium,2,$220 ,Townhouse,22,37,68,5.05,5.05,8.6,7.29,6.096,1,9.87,1.88,6.38
7,Someone's home all day and it's cold. What heating temperature should I use?,"West Chester, PA",1600,Medium,2,$220 ,Townhouse,22,37,71,4.57,4.57,9.32,7.29,5.928,2,10.59,2.01,6.84
8,The house is unoccupied for 8 hours today. What's the best AC temperature?,"State College, PA",2100,Good,3,$300 ,Single-family,86,42,74,3.62,3.62,8.6,9.59,5.5115,3,12.02,2.28,7.76
8,The house is unoccupied for 8 hours today. What's the best AC temperature?,"State College, PA",2100,Good,3,$300 ,Single-family,86,42,77,4.09,4.09,9.32,10,6.0225,1,11.31,2.15,7.31
8,The house is unoccupied for 8 hours today. What's the best AC temperature?,"State College, PA",2100,Good,3,$300 ,Single-family,86,42,80,4.56,4.56,6.11,10,5.686,2,10.61,2.02,6.85
9,The house is unoccupied for 8 hours. What should I set the thermostat to?,"State College, PA",2100,Good,3,$300 ,Single-family,18,42,66,4.67,4.67,5.13,7.29,5.155,3,10.45,1.98,6.75
9,The house is unoccupied for 8 hours. What should I set the thermostat to?,"State College, PA",2100,Good,3,$300 ,Single-family,18,42,69,4.18,4.18,9.32,7.29,5.6745,1,11.18,2.12,7.22
9,The house is unoccupied for 8 hours. What should I set the thermostat to?,"State College, PA",2100,Good,3,$300 ,Single-family,18,42,72,3.69,3.69,8.6,7.29,5.212,2,11.91,2.26,7.69
10,"With 1 people home on a hot day, what's the best AC setting?","Philadelphia, PA",900,Poor,1,$150 ,Apartment,93,47,78,6.06,6.06,8.6,9.59,7.0975,1,8.36,1.59,5.4
10,"With 1 people home on a hot day, what's the best AC setting?","Philadelphia, PA",900,Poor,1,$150 ,Apartment,93,47,81,6.46,6.46,5.13,9.59,6.6635,2,7.76,1.48,5.01
10,"With 1 people home on a hot day, what's the best AC setting?","Philadelphia, PA",900,Poor,1,$150 ,Apartment,93,47,84,6.86,6.86,1.53,7.29,5.8585,3,7.16,1.36,4.63
11,Cold day today with 1 people home. What's a good heating temperature?,"Philadelphia, PA",900,Poor,1,$150 ,Apartment,24,47,64,7.07,7.07,2.86,7.29,6.261,3,6.86,1.3,4.43
11,Cold day today with 1 people home. What's a good heating temperature?,"Philadelphia, PA",900,Poor,1,$150 ,Apartment,24,47,67,6.65,6.65,6.11,7.29,6.638,2,7.48,1.42,4.83
11,Cold day today with 1 people home. What's a good heating temperature?,"Philadelphia, PA",900,Poor,1,$150 ,Apartment,24,47,70,6.23,6.23,10,7.29,7.143,1,8.11,1.54,5.24
12,The house is unoccupied for 4 hours today. What's the best AC temperature?,"Erie, PA",1800,Medium,4,$260 ,Single-family,82,21,74,6.73,6.74,8.46,10,7.57,3,7.35,1.4,4.75
12,The house is unoccupied for 4 hours today. What's the best AC temperature?,"Erie, PA",1800,Medium,4,$260 ,Single-family,82,21,77,7.15,7.15,9.25,10,7.9975,1,6.73,1.28,4.35
12,The house is unoccupied for 4 hours today. What's the best AC temperature?,"Erie, PA",1800,Medium,4,$260 ,Single-family,82,21,80,7.57,7.57,6.65,10,7.7505,2,6.11,1.16,3.95
13,The house is unoccupied for 4 hours. What should I set the thermostat to?,"Erie, PA",1800,Medium,4,$260 ,Single-family,15,21,66,4.89,4.89,4.71,7.29,5.214,3,10.11,1.92,6.53
13,The house is unoccupied for 4 hours. What should I set the thermostat to?,"Erie, PA",1800,Medium,4,$260 ,Single-family,15,21,69,4.46,4.46,9.25,7.29,5.8425,1,10.76,2.04,6.95
13,The house is unoccupied for 4 hours. What should I set the thermostat to?,"Erie, PA",1800,Medium,4,$260 ,Single-family,15,21,72,4.02,4.03,8.46,7.29,5.402,2,11.41,2.17,7.37
14,"With 2 people home on a hot day, what's the best AC setting?","Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,89,23,76,7.57,7.58,10,9.59,8.3625,1,6.1,1.16,3.94
14,"With 2 people home on a hot day, what's the best AC setting?","Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,89,23,79,7.8,7.8,7.83,9.59,8.0745,2,5.77,1.1,3.72
14,"With 2 people home on a hot day, what's the best AC setting?","Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,89,23,82,8.02,8.02,4.06,10,7.525,3,5.44,1.03,3.51
15,Cold day today with 2 people home. What's a good heating temperature?,"Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,26,23,67,9.09,9.09,6.11,7.29,8.224,3,3.84,0.73,2.48
15,Cold day today with 2 people home. What's a good heating temperature?,"Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,26,23,70,8.85,8.86,10,7.29,8.8495,1,4.19,0.8,2.7
15,Cold day today with 2 people home. What's a good heating temperature?,"Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,26,23,73,8.62,8.62,7.83,7.29,8.2625,2,4.53,0.86,2.93
16,It's hot today and we're home as usual. What temperature should I set the AC to?,"Doylestown, PA",2300,Good,4,$350 ,Single-family,91,17,72,6.3,6.3,5.73,9.59,6.6795,3,8,1.52,5.17
16,It's hot today and we're home as usual. What temperature should I set the AC to?,"Doylestown, PA",2300,Good,4,$350 ,Single-family,91,17,75,6.58,6.58,9.25,9.59,7.5655,1,7.59,1.44,4.9
16,It's hot today and we're home as usual. What temperature should I set the AC to?,"Doylestown, PA",2300,Good,4,$350 ,Single-family,91,17,79,6.95,6.95,7.59,9.59,7.474,2,7.03,1.34,4.54
17,It's cold outside and we're home as usual. What should I set the heat to?,"Doylestown, PA",2300,Good,4,$350 ,Single-family,19,17,68,7.39,7.39,8.46,7.29,7.589,1,6.38,1.21,4.12
17,It's cold outside and we're home as usual. What should I set the heat to?,"Doylestown, PA",2300,Good,4,$350 ,Single-family,19,17,71,7.1,7.1,9.25,7.29,7.5585,2,6.81,1.29,4.4
17,It's cold outside and we're home as usual. What should I set the heat to?,"Doylestown, PA",2300,Good,4,$350 ,Single-family,19,17,74,6.81,6.81,6.65,7.29,6.85,3,7.25,1.38,4.68
18,Someone's home all day and it's hot outside. What should I set the AC to?,"Media, PA",1700,Medium,3,$240 ,Rowhouse,87,12,75,7.61,7.61,9.32,9.59,8.249,2,6.05,1.15,3.91
18,Someone's home all day and it's hot outside. What should I set the AC to?,"Media, PA",1700,Medium,3,$240 ,Rowhouse,87,12,78,7.91,7.91,8.6,10,8.3615,1,5.59,1.06,3.61
18,Someone's home all day and it's hot outside. What should I set the AC to?,"Media, PA",1700,Medium,3,$240 ,Rowhouse,87,12,81,8.22,8.22,5.13,10,7.869,3,5.14,0.98,3.32
19,Someone's home all day and it's cold. What heating temperature should I use?,"Media, PA",1700,Medium,3,$240 ,Rowhouse,23,12,67,7.45,7.45,6.11,7.29,7.158,2,6.28,1.19,4.06
19,Someone's home all day and it's cold. What heating temperature should I use?,"Media, PA",1700,Medium,3,$240 ,Rowhouse,23,12,70,7.13,7.14,10,7.29,7.7315,1,6.76,1.28,4.36
19,Someone's home all day and it's cold. What heating temperature should I use?,"Media, PA",1700,Medium,3,$240 ,Rowhouse,23,12,73,6.82,6.82,7.83,7.29,7.0925,3,7.23,1.37,4.67
20,We're all out for 8 hours in the heat. What AC setting makes sense?,"Allentown, PA",1900,Medium,3,$280 ,Single-family,90,5,76,7.47,7.47,10,9.59,8.294,1,6.26,1.19,4.04
20,We're all out for 8 hours in the heat. What AC setting makes sense?,"Allentown, PA",1900,Medium,3,$280 ,Single-family,90,5,79,7.77,7.77,7.83,9.59,8.055,2,5.81,1.1,3.75
20,We're all out for 8 hours in the heat. What AC setting makes sense?,"Allentown, PA",1900,Medium,3,$280 ,Single-family,90,5,82,8.07,8.08,4.06,10,7.561,3,5.35,1.02,3.46
21,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",1900,Medium,3,$280 ,Single-family,21,5,66,7.31,7.31,5.13,7.29,6.871,3,6.49,1.23,4.19
21,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",1900,Medium,3,$280 ,Single-family,21,5,69,6.99,7,9.32,7.29,7.5045,1,6.97,1.32,4.5
21,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",1900,Medium,3,$280 ,Single-family,21,5,72,6.68,6.68,8.6,7.29,7.1555,2,7.44,1.41,4.81
22,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",2600,Poor,5,$320 ,Single-family,94,1,76,6.15,6.15,10,9.59,7.436,1,8.22,1.56,5.31
22,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",2600,Poor,5,$320 ,Single-family,94,1,79,6.56,6.57,7.34,9.59,7.174,2,7.61,1.45,4.91
22,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",2600,Poor,5,$320 ,Single-family,94,1,82,6.98,6.98,2.61,9.59,6.4975,3,7,1.33,4.52
23,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",2600,Poor,5,$320 ,Single-family,17,1,66,5.01,5.01,4.28,7.29,5.206,3,9.94,1.89,6.42
23,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",2600,Poor,5,$320 ,Single-family,17,1,69,4.58,4.58,9.18,7.29,5.9065,1,10.58,2.01,6.83
23,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",2600,Poor,5,$320 ,Single-family,17,1,72,4.15,4.15,8.3,7.29,5.451,2,11.22,2.13,7.24
24,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",2800,Good,4,$450 ,Single-family,88,1,73,7.06,7.06,7.59,9.59,7.5455,3,6.87,1.3,4.43
24,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",2800,Good,4,$450 ,Single-family,88,1,76,7.32,7.32,10,9.59,8.1965,1,6.48,1.23,4.18
24,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",2800,Good,4,$450 ,Single-family,88,1,79,7.58,7.58,7.59,10,7.945,2,6.09,1.16,3.93
25,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",2800,Good,4,$450 ,Single-family,22,1,68,7.85,7.85,8.46,7.29,7.888,1,5.69,1.08,3.67
25,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",2800,Good,4,$450 ,Single-family,22,1,71,7.58,7.58,9.25,7.29,7.8705,2,6.09,1.16,3.94
25,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",2800,Good,4,$450 ,Single-family,22,1,74,7.31,7.31,6.65,7.29,7.175,3,6.5,1.23,4.2
26,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",1500,Poor,2,$180 ,Single-family,92,4,78,8.32,8.32,8.6,9.59,8.5665,1,4.98,0.95,3.22
26,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",1500,Poor,2,$180 ,Single-family,92,4,81,8.59,8.59,5.13,9.59,8.048,2,4.59,0.87,2.96
26,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",1500,Poor,2,$180 ,Single-family,92,4,84,8.85,8.85,1.53,7.29,7.152,3,4.2,0.8,2.71
27,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",1500,Poor,2,$180 ,Single-family,20,4,65,7.93,7.93,4.06,7.29,7.06,3,5.57,1.06,3.6
27,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",1500,Poor,2,$180 ,Single-family,20,4,68,7.65,7.66,8.6,7.29,7.7895,1,5.98,1.14,3.86
27,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",1500,Poor,2,$180 ,Single-family,20,4,71,7.38,7.38,9.32,7.29,7.7545,2,6.39,1.21,4.13
28,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",2000,Medium,3,$260 ,Single-family,89,5,76,7.37,7.38,10,9.59,8.2325,1,6.4,1.22,4.13
28,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",2000,Medium,3,$260 ,Single-family,89,5,79,7.69,7.7,7.83,9.59,8.0065,2,5.92,1.12,3.82
28,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",2000,Medium,3,$260 ,Single-family,89,5,82,8.01,8.02,4.06,10,7.522,3,5.44,1.03,3.51
29,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",2000,Medium,3,$260 ,Single-family,24,5,66,7.39,7.4,5.13,7.29,6.9265,3,6.37,1.21,4.11
29,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",2000,Medium,3,$260 ,Single-family,24,5,69,7.06,7.06,9.32,7.29,7.5465,1,6.87,1.3,4.43
29,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",2000,Medium,3,$260 ,Single-family,24,5,72,6.73,6.73,8.6,7.29,7.188,2,7.37,1.4,4.76
30,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",1750,Medium,2,$210 ,Single-family,84,7,75,8.12,8.12,9.32,10,8.642,2,5.29,1.01,3.42
30,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",1750,Medium,2,$210 ,Single-family,84,7,78,8.41,8.41,8.6,10,8.6865,1,4.86,0.92,3.14
30,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",1750,Medium,2,$210 ,Single-family,84,7,81,8.7,8.7,6.11,10,8.377,3,4.42,0.84,2.86
31,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",1750,Medium,2,$210 ,Single-family,16,7,66,7.05,7.05,5.13,7.29,6.702,3,6.88,1.31,4.44
31,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",1750,Medium,2,$210 ,Single-family,16,7,69,6.75,6.75,9.32,7.29,7.345,1,7.33,1.39,4.74
31,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",1750,Medium,2,$210 ,Single-family,16,7,72,6.45,6.45,8.6,7.29,7.006,2,7.78,1.48,5.03
32,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",1200,Poor,3,$170 ,Apartment,91,9,78,8.36,8.37,8.6,9.59,8.596,1,4.92,0.93,3.18
32,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",1200,Poor,3,$170 ,Apartment,91,9,81,8.62,8.62,5.13,9.59,8.0675,2,4.53,0.86,2.93
32,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",1200,Poor,3,$170 ,Apartment,91,9,84,8.88,8.88,1.53,7.29,7.1715,3,4.15,0.79,2.68
33,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",1200,Poor,3,$170 ,Apartment,19,9,65,7.99,7.99,4.06,7.29,7.099,3,5.48,1.04,3.54
33,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",1200,Poor,3,$170 ,Apartment,19,9,68,7.72,7.72,8.6,7.29,7.8315,1,5.89,1.12,3.8
33,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",1200,Poor,3,$170 ,Apartment,19,9,71,7.45,7.45,9.32,7.29,7.8,2,6.29,1.2,4.06
34,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",3000,Good,4,$600 ,Single-family,90,10,71,4.85,4.85,4.61,9.59,5.513,3,10.17,1.93,6.57
34,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",3000,Good,4,$600 ,Single-family,90,10,75,5.33,5.33,9.25,9.59,6.753,1,9.45,1.8,6.1
34,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",3000,Good,4,$600 ,Single-family,90,10,79,5.81,5.81,7.59,9.59,6.733,2,8.74,1.66,5.64
35,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",3000,Good,4,$600 ,Single-family,23,10,68,6.48,6.48,8.46,7.29,6.9975,1,7.73,1.47,4.99
35,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",3000,Good,4,$600 ,Single-family,23,10,71,6.11,6.11,9.25,7.29,6.915,2,8.29,1.58,5.36
35,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",3000,Good,4,$600 ,Single-family,23,10,74,5.73,5.73,6.65,7.29,6.148,3,8.85,1.68,5.72
36,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",2200,Medium,5,$400 ,Townhouse,93,12,75,5.48,5.48,9.18,9.59,6.8365,2,9.23,1.75,5.96
36,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",2200,Medium,5,$400 ,Townhouse,93,12,78,5.9,5.9,8.3,9.59,6.9335,1,8.61,1.64,5.56
36,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",2200,Medium,5,$400 ,Townhouse,93,12,81,6.31,6.31,4.06,9.59,6.352,3,7.99,1.52,5.16
37,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",2200,Medium,5,$400 ,Townhouse,18,12,66,5.24,5.24,4.28,7.29,5.3555,3,9.59,1.82,6.19
37,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",2200,Medium,5,$400 ,Townhouse,18,12,69,4.81,4.81,9.18,7.29,6.056,1,10.23,1.94,6.61
37,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",2200,Medium,5,$400 ,Townhouse,18,12,72,4.38,4.38,8.3,7.29,5.6005,2,10.88,2.07,7.03
38,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",1850,Medium,3,$230 ,Single-family,88,13,76,7.03,7.03,10,9.59,8.008,1,6.92,1.31,4.47
38,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",1850,Medium,3,$230 ,Single-family,88,13,79,7.38,7.38,7.83,10,7.863,2,6.39,1.21,4.13
38,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",1850,Medium,3,$230 ,Single-family,88,13,82,7.73,7.73,4.06,10,7.3365,3,5.86,1.11,3.79
39,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",1850,Medium,3,$230 ,Single-family,21,13,66,6.64,6.64,5.13,7.29,6.4355,3,7.5,1.42,4.84
39,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",1850,Medium,3,$230 ,Single-family,21,13,69,6.27,6.27,9.32,7.29,7.033,1,8.04,1.53,5.19
39,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",1850,Medium,3,$230 ,Single-family,21,13,72,5.91,5.91,8.6,7.29,6.655,2,8.59,1.63,5.55
40,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",2400,Good,4,$380 ,Single-family,91,14,73,6.12,6.12,7.59,9.59,6.9345,3,8.28,1.57,5.34
40,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",2400,Good,4,$380 ,Single-family,91,14,76,6.41,6.41,10,9.59,7.605,1,7.84,1.49,5.06
40,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",2400,Good,4,$380 ,Single-family,91,14,79,6.71,6.71,7.59,9.59,7.318,2,7.4,1.41,4.78
41,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",2400,Good,4,$380 ,Single-family,20,14,67,7.33,7.33,5.82,7.29,7.022,2,6.46,1.23,4.17
41,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",2400,Good,4,$380 ,Single-family,20,14,70,7.02,7.03,10,7.29,7.66,1,6.92,1.31,4.47
