scenario_id,question,location,square_footage,insulation,household_size,utility_budget,housing_type,outdoor_temp,house_age,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_emissions
41,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",2400,Good,4,$380 ,Single-family,20,14,73,6.72,6.72,7.59,7.29,6.9795,3,7.38,1.4,4.76
42,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",1600,Poor,2,$190 ,Rowhouse,92,15,78,6.74,6.74,8.6,9.59,7.5395,1,7.34,1.4,4.74
42,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",1600,Poor,2,$190 ,Rowhouse,92,15,81,7.13,7.13,5.13,9.59,7.099,2,6.76,1.28,4.37
42,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",1600,Poor,2,$190 ,Rowhouse,92,15,84,7.52,7.52,1.53,7.29,6.2875,3,6.18,1.17,3.99
43,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",1600,Poor,2,$190 ,Rowhouse,22,15,65,6.36,6.36,4.06,7.29,6.0395,3,7.92,1.5,5.12
43,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",1600,Poor,2,$190 ,Rowhouse,22,15,68,5.95,5.95,8.6,7.29,6.681,1,8.53,1.62,5.51
43,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",1600,Poor,2,$190 ,Rowhouse,22,15,71,5.54,5.54,9.32,7.29,6.5585,2,9.14,1.74,5.9
44,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",2100,Good,3,$340 ,Single-family,89,17,74,6.61,6.61,8.6,9.59,7.455,2,7.54,1.43,4.87
44,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",2100,Good,3,$340 ,Single-family,89,17,77,6.89,6.89,9.32,9.59,7.781,1,7.13,1.35,4.6
44,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",2100,Good,3,$340 ,Single-family,89,17,80,7.17,7.17,6.11,10,7.3825,3,6.71,1.27,4.33
45,It's a cold day. What should I set the thermostat to?,"Newtown, PA",2100,Good,3,$340 ,Single-family,24,17,67,7.99,8,6.11,7.29,7.5125,2,5.47,1.04,3.53
45,It's a cold day. What should I set the thermostat to?,"Newtown, PA",2100,Good,3,$340 ,Single-family,24,17,70,7.7,7.71,10,7.29,8.102,1,5.91,1.12,3.81
45,It's a cold day. What should I set the thermostat to?,"Newtown, PA",2100,Good,3,$340 ,Single-family,24,17,73,7.41,7.41,7.83,7.29,7.476,3,6.34,1.2,4.09
46,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",1950,Medium,4,$270 ,Single-family,87,19,75,6.3,6.3,9.25,9.59,7.3835,2,8.01,1.52,5.17
46,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",1950,Medium,4,$270 ,Single-family,87,19,78,6.71,6.71,8.46,10,7.5535,1,7.4,1.41,4.78
46,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",1950,Medium,4,$270 ,Single-family,87,19,81,7.12,7.12,4.61,10,7.05,3,6.78,1.29,4.38
47,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",1950,Medium,4,$270 ,Single-family,19,19,66,5.5,5.5,4.71,7.29,5.6105,3,9.2,1.75,5.94
47,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",1950,Medium,4,$270 ,Single-family,19,19,69,5.07,5.08,9.25,7.29,6.2425,1,9.84,1.87,6.35
47,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",1950,Medium,4,$270 ,Single-family,19,19,72,4.65,4.65,8.46,7.29,5.808,2,10.48,1.99,6.76
48,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",1650,Poor,2,$195 ,Townhouse,90,21,78,5.75,5.75,8.6,9.59,6.896,1,8.82,1.68,5.7
48,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",1650,Poor,2,$195 ,Townhouse,90,21,81,6.25,6.25,5.13,10,6.5885,2,8.08,1.54,5.22
48,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",1650,Poor,2,$195 ,Townhouse,90,21,84,6.75,6.75,1.53,7.29,5.787,3,7.34,1.39,4.74
49,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",1650,Poor,2,$195 ,Townhouse,23,21,65,5.06,5.06,4.06,7.29,5.1945,3,9.86,1.87,6.36
49,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",1650,Poor,2,$195 ,Townhouse,23,21,68,4.54,4.54,8.6,7.29,5.7645,1,10.63,2.02,6.86
49,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",1650,Poor,2,$195 ,Townhouse,23,21,71,4.03,4.03,9.32,7.29,5.577,2,11.4,2.17,7.36
50,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",2350,Medium,3,$310 ,Single-family,91,25,76,3.31,3.31,10,9.59,5.59,1,12.47,2.37,8.05
50,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",2350,Medium,3,$310 ,Single-family,91,25,79,3.91,3.91,7.83,9.59,5.546,2,11.57,2.2,7.47
50,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",2350,Medium,3,$310 ,Single-family,91,25,82,4.52,4.52,4.06,10,5.25,3,10.67,2.03,6.89
51,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",2350,Medium,3,$310 ,Single-family,21,25,66,2.89,2.89,5.13,7.29,3.998,2,13.1,2.49,8.46
51,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",2350,Medium,3,$310 ,Single-family,21,25,69,2.26,2.27,9.32,7.29,4.43,1,14.04,2.67,9.06
51,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",2350,Medium,3,$310 ,Single-family,21,25,72,1.64,1.64,8.6,7.29,3.8795,3,14.97,2.85,9.67
52,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",1800,Good,5,$380 ,Single-family,88,26,74,5.34,5.34,8.3,9.59,6.5695,2,9.44,1.79,6.09
52,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",1800,Good,5,$380 ,Single-family,88,26,77,5.69,5.69,9.18,9.59,6.973,1,8.91,1.69,5.76
52,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",1800,Good,5,$380 ,Single-family,88,26,80,6.04,6.04,5.33,10,6.492,3,8.39,1.59,5.42
53,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",1800,Good,5,$380 ,Single-family,20,26,67,6.69,6.69,5.53,7.29,6.548,2,7.43,1.41,4.8
53,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",1800,Good,5,$380 ,Single-family,20,26,70,6.32,6.32,10,7.29,7.2015,1,7.97,1.51,5.15
53,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",1800,Good,5,$380 ,Single-family,20,26,73,5.96,5.96,7.34,7.29,6.4355,3,8.52,1.62,5.5
54,What temperature should I set the AC to overnight?,"Chambersburg, PA",2450,Medium,4,$340 ,Single-family,92,28,75,1.54,1.54,9.25,9.59,4.2895,2,15.12,2.87,9.76
54,What temperature should I set the AC to overnight?,"Chambersburg, PA",2450,Medium,4,$340 ,Single-family,92,28,78,2.24,2.24,8.46,9.59,4.5865,1,14.07,2.67,9.09
54,What temperature should I set the AC to overnight?,"Chambersburg, PA",2450,Medium,4,$340 ,Single-family,92,28,81,2.94,2.94,4.61,9.59,4.2715,3,13.03,2.48,8.41
55,What temperature should I set the heat to overnight?,"Chambersburg, PA",2450,Medium,4,$340 ,Single-family,18,28,67,0.49,0.49,5.82,7.29,2.576,3,16.69,3.17,10.78
55,What temperature should I set the heat to overnight?,"Chambersburg, PA",2450,Medium,4,$340 ,Single-family,18,28,70,0,0,10,7.29,3.0935,1,17.78,3.38,11.48
55,What temperature should I set the heat to overnight?,"Chambersburg, PA",2450,Medium,4,$340 ,Single-family,18,28,73,0,0,7.59,7.29,2.6115,2,18.87,3.59,12.19
56,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",1550,Poor,2,$175 ,Apartment,85,29,76,5.89,5.89,10,10,7.3285,1,8.62,1.64,5.57
56,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",1550,Poor,2,$175 ,Apartment,85,29,79,6.41,6.41,7.83,10,7.2325,2,7.84,1.49,5.06
56,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",1550,Poor,2,$175 ,Apartment,85,29,82,6.94,6.94,4.06,10,6.823,3,7.05,1.34,4.55
57,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",1550,Poor,2,$175 ,Apartment,17,29,66,3.44,3.44,5.13,7.29,4.3555,2,12.28,2.33,7.93
57,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",1550,Poor,2,$175 ,Apartment,17,29,69,2.89,2.89,9.32,7.29,4.836,1,13.1,2.49,8.46
57,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",1550,Poor,2,$175 ,Apartment,17,29,72,2.34,2.34,8.6,7.29,4.3345,3,13.92,2.65,8.99
58,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",2050,Medium,3,$270 ,Single-family,89,102,76,0.08,0.08,10,9.59,3.4905,3,17.3,3.29,11.17
58,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",2050,Medium,3,$270 ,Single-family,89,102,79,0.95,0.95,7.83,9.59,3.622,1,16,3.04,10.33
58,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",2050,Medium,3,$270 ,Single-family,89,102,82,1.82,1.82,4.06,10,3.495,2,14.7,2.79,9.49
59,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",2050,Medium,3,$270 ,Single-family,21,102,66,0,0,5.13,7.29,2.1195,3,18.64,3.54,12.04
59,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",2050,Medium,3,$270 ,Single-family,21,102,69,0,0,9.32,7.29,2.9575,1,19.99,3.8,12.91
59,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",2050,Medium,3,$270 ,Single-family,21,102,72,0,0,8.6,7.29,2.8135,2,21.35,4.06,13.78
60,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",2200,Poor,4,$180 ,Single-family,98,40,78,0,0,8.46,8.72,3,1,20.07,3.81,12.96
60,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",2200,Poor,4,$180 ,Single-family,98,40,80,0,0,5.73,9.59,2.5845,2,19.12,3.63,12.35
60,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",2200,Poor,4,$180 ,Single-family,98,40,82,0,0,3.36,9.59,2.1105,3,18.18,3.45,11.74
61,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",2000,Medium,3,$250 ,Condo,92,25,76,4.56,4.56,10,9.59,6.4025,1,10.61,2.01,6.85
61,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",2000,Medium,3,$250 ,Condo,92,25,78,4.89,4.89,8.6,9.59,6.337,2,10.11,1.92,6.53
61,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",2000,Medium,3,$250 ,Condo,92,25,80,5.22,5.22,6.11,9.59,6.0535,3,9.62,1.83,6.21
62,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",2400,Poor,5,$150 ,Single-family,97,35,79,0,0,7.34,9.59,2.9065,1,18.04,3.43,11.65
62,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",2400,Poor,5,$150 ,Single-family,97,35,81,0.18,0.18,4.06,9.59,2.3675,2,17.15,3.26,11.07
62,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",2400,Poor,5,$150 ,Single-family,97,35,83,0.78,0.78,0.94,8.33,1.9445,3,16.25,3.09,10.5
63,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",2500,Good,4,$600 ,Single-family,88,3,72,7.44,7.44,5.73,9.59,7.4205,3,6.3,1.2,4.07
63,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",2500,Good,4,$600 ,Single-family,88,3,75,7.67,7.67,9.25,9.59,8.274,1,5.96,1.13,3.85
63,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",2500,Good,4,$600 ,Single-family,88,3,78,7.9,7.9,8.46,9.59,8.2655,2,5.61,1.07,3.62
64,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",1850,Medium,3,$200 ,Townhouse,91,20,77,5.91,5.91,9.32,9.59,7.144,1,8.59,1.63,5.55
64,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",1850,Medium,3,$200 ,Townhouse,91,20,79,6.18,6.19,7.83,9.59,7.025,2,8.18,1.55,5.28
64,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",1850,Medium,3,$200 ,Townhouse,91,20,81,6.46,6.46,5.13,9.59,6.6635,3,7.76,1.47,5.01
65,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",2100,Poor,4,$280 ,Single-family,95,55,78,0,0,8.46,9.59,3.1305,1,20.82,3.96,13.45
65,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",2100,Poor,4,$280 ,Single-family,95,55,80,0,0,5.73,9.59,2.5845,2,19.77,3.76,12.77
65,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",2100,Poor,4,$280 ,Single-family,95,55,82,0,0,3.36,9.59,2.1105,3,18.73,3.56,12.09
66,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",1900,Medium,3,$250 ,Apartment,18,60,65,1.11,1.1,4.06,7.29,2.6235,3,15.77,3,10.18
66,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",1900,Medium,3,$250 ,Apartment,18,60,68,0.37,0.37,8.6,7.29,3.054,1,16.87,3.2,10.89
66,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",1900,Medium,3,$250 ,Apartment,18,60,71,0,0,9.32,7.29,2.9575,2,17.96,3.41,11.6
67,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",2200,Good,4,$400 ,Single-family,90,2,73,7.89,7.89,7.59,9.59,8.085,3,5.62,1.07,3.63
67,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",2200,Good,4,$400 ,Single-family,90,2,76,8.09,8.1,10,9.59,8.7005,1,5.32,1.01,3.44
67,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",2200,Good,4,$400 ,Single-family,90,2,79,8.29,8.3,7.59,9.59,8.3485,2,5.02,0.95,3.24
68,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",1800,Poor,2,$170 ,Single-family,93,45,79,0.46,0.46,7.83,9.59,3.3035,1,16.73,3.18,10.81
68,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",1800,Poor,2,$170 ,Single-family,93,45,81,1.06,1.06,5.13,9.59,3.1535,2,15.83,3.01,10.23
68,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",1800,Poor,2,$170 ,Single-family,93,45,83,1.66,1.66,2.86,8.33,2.9005,3,14.94,2.84,9.65
69,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",1950,Medium,3,$260 ,Single-family,89,18,76,6.29,6.29,10,9.59,7.527,1,8.02,1.52,5.18
69,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",1950,Medium,3,$260 ,Single-family,89,18,77,6.43,6.43,9.32,9.59,7.482,2,7.82,1.49,5.05
69,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",1950,Medium,3,$260 ,Single-family,89,18,78,6.56,6.56,8.6,9.59,7.4225,3,7.62,1.45,4.92
70,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",2100,Good,4,$320 ,Townhouse,91,10,82,7.76,7.76,3.36,10,7.216,2,5.83,1.11,3.76
70,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",2100,Good,4,$320 ,Townhouse,91,10,76,7.27,7.28,10,9.59,8.1675,1,6.55,1.24,4.23
70,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",2100,Good,4,$320 ,Townhouse,91,10,70,6.79,6.79,3.36,7.93,6.275,3,7.27,1.38,4.7
71,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",2000,Medium,3,$290 ,Single-family,20,18,65,5.28,5.28,4.06,7.29,5.3375,2,9.53,1.81,6.16
71,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",2000,Medium,3,$290 ,Single-family,20,18,72,4.2,4.2,8.6,7.29,5.5435,1,11.15,2.12,7.2
71,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",2000,Medium,3,$290 ,Single-family,20,18,79,3.11,3.11,2.86,5.47,3.414,3,12.77,2.43,8.24
72,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",2000,Poor,3,$300 ,Single-family,102,28,78,1.37,1.37,8.6,8.72,3.9185,1,15.37,2.92,9.93
72,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",2000,Poor,3,$300 ,Single-family,102,28,80,1.81,1.81,6.11,8.72,3.7065,2,14.71,2.8,9.5
72,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",2000,Poor,3,$300 ,Single-family,102,28,82,2.25,2.25,4.06,8.72,3.5825,3,14.06,2.67,9.08
73,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",2200,Poor,4,$280 ,Single-family,5,38,66,0,0,4.71,7.29,2.0355,3,28.51,5.42,18.41
73,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",2200,Poor,4,$280 ,Single-family,5,38,69,0,0,9.25,7.29,2.9435,1,29.99,5.7,19.36
73,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",2200,Poor,4,$280 ,Single-family,5,38,72,0,0,8.46,7.29,2.7855,2,31.46,5.98,20.31
74,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",1800,Medium,2,$220 ,Condo,60,12,68,10,10,8.6,10,9.72,2,0.72,0.14,0.47
74,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",1800,Medium,2,$220 ,Condo,60,12,70,10,10,10,9.59,9.9385,1,1.09,0.21,0.71
74,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",1800,Medium,2,$220 ,Condo,60,12,72,10,10,8.6,9.59,9.6585,3,1.47,0.28,0.95
75,We're all out for 8 hours in the heat. What AC setting makes sense?,"Pottstown, PA",2100,Medium,3,$270 ,Single-family,98,22,77,4.01,4.01,9.32,8.72,5.7785,1,11.43,2.17,7.38
75,We're all out for 8 hours in the heat. What AC setting makes sense?,"Pottstown, PA",2100,Medium,3,$270 ,Single-family,98,22,80,4.49,4.49,6.11,9.59,5.579,2,10.71,2.04,6.92
75,We're all out for 8 hours in the heat. What AC setting makes sense?,"Pottstown, PA",2100,Medium,3,$270 ,Single-family,98,22,83,4.97,4.97,2.86,8.33,5.052,3,10,1.9,6.46
76,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Quakertown, PA",1900,Good,3,$240 ,Single-family,22,11,70,8.17,8.17,10,7.29,8.404,1,5.21,0.99,3.37
76,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Quakertown, PA",1900,Good,3,$240 ,Single-family,22,11,65,8.58,8.58,4.06,7.29,7.4825,2,4.6,0.87,2.97
76,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Quakertown, PA",1900,Good,3,$240 ,Single-family,22,11,60,8.99,8.99,0,2.76,6.2575,3,3.98,0.76,2.57
77,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Phoenixville, PA",1750,Medium,2,$250 ,Townhouse,92,14,78,6.76,6.76,8.6,9.59,7.5525,1,7.32,1.39,4.73
77,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Phoenixville, PA",1750,Medium,2,$250 ,Townhouse,92,14,81,7.11,7.11,5.13,9.59,7.086,2,6.79,1.29,4.39
77,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Phoenixville, PA",1750,Medium,2,$250 ,Townhouse,92,14,84,7.46,7.46,1.53,7.29,6.2485,3,6.27,1.19,4.05
78,We're all out for 12 hours in the heat. What AC setting makes sense?,"West Mifflin, PA",2300,Poor,4,$165 ,Single-family,94,30,79,2.02,2.02,7.59,9.59,4.2695,1,14.4,2.74,9.3
78,We're all out for 12 hours in the heat. What AC setting makes sense?,"West Mifflin, PA",2300,Poor,4,$165 ,Single-family,94,30,81,2.53,2.53,4.61,9.59,4.005,2,13.63,2.59,8.8
78,We're all out for 12 hours in the heat. What AC setting makes sense?,"West Mifflin, PA",2300,Poor,4,$165 ,Single-family,94,30,83,3.05,3.05,1.94,8.33,3.62,3,12.87,2.44,8.31
79,I'm working from home today and it's hot. What AC temperature should I use?,"Cheltenham, PA",2000,Good,3,$450 ,Single-family,88,4,73,8.22,8.22,7.83,9.59,8.3475,3,5.13,0.98,3.32
79,I'm working from home today and it's hot. What AC temperature should I use?,"Cheltenham, PA",2000,Good,3,$450 ,Single-family,88,4,75,8.35,8.35,9.32,9.59,8.73,2,4.95,0.94,3.19
79,I'm working from home today and it's hot. What AC temperature should I use?,"Cheltenham, PA",2000,Good,3,$450 ,Single-family,88,4,77,8.47,8.47,9.32,9.59,8.808,1,4.76,0.9,3.07
80,It's a mild spring day but the house feels chilly. What should I set the heat to?,"Norristown, PA",1600,Medium,3,$260 ,Single-family,60,14,68,10,10,8.6,10,9.72,2,0.56,0.11,0.36
80,It's a mild spring day but the house feels chilly. What should I set the heat to?,"Norristown, PA",1600,Medium,3,$260 ,Single-family,60,14,71,10,10,9.32,9.59,9.8025,1,1.06,0.2,0.69
80,It's a mild spring day but the house feels chilly. What should I set the heat to?,"Norristown, PA",1600,Medium,3,$260 ,Single-family,60,14,74,10,10,7,9.59,9.3385,3,1.57,0.3,1.01
81,I'm setting the thermostat for bedtime on a cold night. What heating temperature is best?,"Wilkes-Barre, PA",1900,Good,2,$230 ,Single-family,17,9,65,8.49,8.5,4.06,7.29,7.4275,3,4.72,0.9,3.05
81,I'm setting the thermostat for bedtime on a cold night. What heating temperature is best?,"Wilkes-Barre, PA",1900,Good,2,$230 ,Single-family,17,9,68,8.27,8.27,8.6,7.29,8.189,2,5.06,0.96,3.27
81,I'm setting the thermostat for bedtime on a cold night. What heating temperature is best?,"Wilkes-Barre, PA",1900,Good,2,$230 ,Single-family,17,9,70,8.12,8.12,10,7.29,8.3715,1,5.28,1,3.41
82,We're leaving the house for a few hours on a hot day. What should I set the AC to?,"Levittown, PA",1700,Medium,3,$300 ,Single-family,89,32,78,4.8,4.8,8.6,9.59,6.2785,1,10.25,1.95,6.62
82,We're leaving the house for a few hours on a hot day. What should I set the AC to?,"Levittown, PA",1700,Medium,3,$300 ,Single-family,89,32,80,5.15,5.16,6.11,10,6.073,2,9.72,1.85,6.28
82,We're leaving the house for a few hours on a hot day. What should I set the AC to?,"Levittown, PA",1700,Medium,3,$300 ,Single-family,89,32,82,5.51,5.51,4.06,10,5.8935,3,9.19,1.75,5.93
83,It's a scorching day and we're all home. What AC setting balances comfort and cost with our older system?,"Easton, PA",2200,Poor,4,$165 ,Townhouse,97,35,76,0,0,10,8.72,3.308,1,19.85,3.77,12.82
83,It's a scorching day and we're all home. What AC setting balances comfort and cost with our older system?,"Easton, PA",2200,Poor,4,$165 ,Townhouse,97,35,78,0,0,8.46,9.59,3.1305,2,18.94,3.6,12.23
83,It's a scorching day and we're all home. What AC setting balances comfort and cost with our older system?,"Easton, PA",2200,Poor,4,$165 ,Townhouse,97,35,80,0,0,5.73,9.59,2.5845,3,18.03,3.43,11.64
84,We're leaving for 12 hours on a very cold day. How far should I set back the heat?,"Stroudsburg, PA",3000,Poor,5,$350 ,Single-family,15,28,60,0,0,0,2.76,0.414,3,21.96,4.17,14.18
84,We're leaving for 12 hours on a very cold day. How far should I set back the heat?,"Stroudsburg, PA",3000,Poor,5,$350 ,Single-family,15,28,63,0,0,0,7.29,1.0935,2,23.5,4.46,15.17
84,We're leaving for 12 hours on a very cold day. How far should I set back the heat?,"Stroudsburg, PA",3000,Poor,5,$350 ,Single-family,15,28,67,0,0,5.53,7.29,2.1995,1,25.54,4.85,16.5
