scenario_id,decision_type,question,location,outdoor_temp,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
1,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Bethlehem, PA",26,67,7,7,8,9,1,7.5
1,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Bethlehem, PA",26,70,6,6,7,8,2,6.5
1,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Bethlehem, PA",26,73,5,5,7,8,3,5.85
2,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Doylestown, PA",91,72,5,5,7,8,2,5.85
2,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Doylestown, PA",91,75,5,4,7,8,3,5.5
2,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Doylestown, PA",91,79,6,6,8,7,1,6.55
3,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Doylestown, PA",19,68,3,3,8,7,3,4.6
3,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Doylestown, PA",19,71,4,3,8,7,2,4.9
3,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Doylestown, PA",19,74,5,4,8,7,1,5.55
4,HVAC,Someone's home all day and it's hot outside. What should I set the AC to?,"Media, PA",87,75,5,5,7,8,2,5.85
4,HVAC,Someone's home all day and it's hot outside. What should I set the AC to?,"Media, PA",87,78,5,5,7,8,1,5.85
4,HVAC,Someone's home all day and it's hot outside. What should I set the AC to?,"Media, PA",87,81,5,5,6,7,3,5.5
5,HVAC,Someone's home all day and it's cold. What heating temperature should I use?,"Media, PA",23,67,5,5,7,8,3,5.85
5,HVAC,Someone's home all day and it's cold. What heating temperature should I use?,"Media, PA",23,70,7,7,8,9,1,7.5
5,HVAC,Someone's home all day and it's cold. What heating temperature should I use?,"Media, PA",23,73,6,6,8,7,2,6.55
6,HVAC,We're all out for 8 hours in the heat. What AC setting makes sense?,"Allentown, PA",90,76,5,5,7,8,3,5.85
6,HVAC,We're all out for 8 hours in the heat. What AC setting makes sense?,"Allentown, PA",90,79,6,5,7,8,2,6.15
6,HVAC,We're all out for 8 hours in the heat. What AC setting makes sense?,"Allentown, PA",90,82,6,5,8,7,1,6.2
7,HVAC,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",21,66,6,6,7,8,1,6.5
7,HVAC,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",21,69,5,5,7,8,3,5.85
7,HVAC,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",21,72,5,5,7,8,2,5.85
8,HVAC,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",94,76,6,7,4,8,1,6.25
8,HVAC,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",94,79,5,4,7,8,2,5.5
8,HVAC,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",94,82,6,5,4,7,3,5.4
9,HVAC,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",17,66,4,4,2,6,2,3.9
9,HVAC,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",17,69,3,3,2,4,3,2.95
9,HVAC,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",17,72,7,6,5,8,1,6.4
10,HVAC,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",88,73,5,5,7,8,3,5.85
10,HVAC,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",88,76,5,5,7,8,2,5.85
10,HVAC,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",88,79,6,6,8,8,1,6.7
11,HVAC,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",22,68,4,3,8,7,3,4.9
11,HVAC,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",22,71,6,6,8,7,1,6.55
11,HVAC,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",22,74,5,5,7,8,2,5.85
12,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",92,78,4,4,6,7,3,4.85
12,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",92,81,4,4,6,7,2,4.85
12,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",92,84,5,5,7,6,1,5.55
13,HVAC,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",20,65,5,5,7,8,1,5.85
13,HVAC,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",20,68,4,4,6,8,2,5
13,HVAC,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",20,71,5,5,3,7,3,4.9
14,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",89,76,6,6,8,7,1,6.55
14,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",89,79,5,5,7,8,2,5.85
14,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",89,82,5,5,7,6,3,5.55
15,HVAC,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",24,66,5,5,8,7,2,5.9
15,HVAC,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",24,69,7,7,8,9,1,7.5
15,HVAC,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",24,72,5,5,7,6,3,5.55
16,HVAC,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",84,75,7,6,4,8,3,6.2
16,HVAC,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",84,78,7,6,4,8,2,6.2
16,HVAC,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",84,81,7,6,5,8,1,6.4
17,HVAC,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",16,66,7,8,4,9,1,7.05
17,HVAC,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",16,69,7,8,3,6,2,6.4
17,HVAC,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",16,72,7,7,3,8,3,6.35
18,HVAC,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",91,78,5,5,7,8,1,5.85
18,HVAC,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",91,81,4,4,7,8,2,5.2
18,HVAC,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",91,84,4,4,6,7,3,4.85
19,HVAC,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",19,65,4,4,6,7,2,4.85
19,HVAC,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",19,68,4,5,6,7,1,5.2
19,HVAC,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",19,71,3,3,5,6,3,3.85
20,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",90,71,6,5,8,7,2,6.2
20,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",90,75,5,5,7,8,3,5.85
20,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",90,79,6,6,8,7,1,6.55
21,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",23,68,6,5,8,9,2,6.5
21,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",23,71,7,6,8,9,1,7.15
21,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",23,74,5,5,7,8,3,5.85
22,HVAC,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",93,75,7,7,6,8,1,6.95
22,HVAC,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",93,78,5,5,7,6,3,5.55
22,HVAC,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",93,81,6,6,4,7,2,5.75
23,HVAC,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",18,66,8,7,5,9,2,7.2
23,HVAC,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",18,69,7,8,5,6,3,6.8
23,HVAC,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",18,72,7,8,5,9,1,7.25
24,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",88,76,6,5,7,8,3,6.15
24,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",88,79,6,5,8,7,2,6.2
24,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",88,82,6,6,8,7,1,6.55
25,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",21,66,4,4,7,6,3,4.9
25,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",21,69,5,5,8,7,1,5.9
25,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",21,72,5,5,7,8,2,5.85
26,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",91,73,5,5,7,8,3,5.85
26,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",91,76,7,6,8,8,1,7
26,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",91,79,5,5,7,8,2,5.85
27,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",20,67,5,5,7,8,3,5.85
27,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",20,70,5,5,7,8,2,5.85
27,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",20,73,5,5,7,8,1,5.85
28,HVAC,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",92,78,4,3,7,8,3,4.85
28,HVAC,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",92,81,5,5,7,6,2,5.55
28,HVAC,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",92,84,6,5,7,8,1,6.15
29,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",22,65,4,4,7,8,3,5.2
29,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",22,68,5,5,7,8,2,5.85
29,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",22,71,6,5,7,8,1,6.15
30,HVAC,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",89,74,5,5,7,8,2,5.85
30,HVAC,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",89,77,5,4,7,6,3,5.2
30,HVAC,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",89,80,6,5,8,7,1,6.2
31,HVAC,It's a cold day. What should I set the thermostat to?,"Newtown, PA",24,67,5,5,7,8,2,5.85
31,HVAC,It's a cold day. What should I set the thermostat to?,"Newtown, PA",24,70,5,4,8,7,3,5.55
31,HVAC,It's a cold day. What should I set the thermostat to?,"Newtown, PA",24,73,5,5,7,8,1,5.85
32,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",87,75,6,5,8,7,2,6.2
32,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",87,78,5,5,7,8,3,5.85
32,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",87,81,6,5,8,7,1,6.2
33,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",19,66,4,3,8,7,2,4.9
33,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",19,69,3,3,8,7,3,4.6
33,HVAC,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",19,72,4,4,7,8,1,5.2
34,HVAC,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",90,78,6,5,7,8,1,6.15
34,HVAC,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",90,81,5,5,7,6,3,5.55
34,HVAC,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",90,84,5,5,7,8,2,5.85
35,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",23,65,5,5,7,8,1,5.85
35,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",23,68,4,4,6,7,3,4.85
35,HVAC,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",23,71,4,4,7,8,2,5.2
36,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",91,76,6,6,7,8,1,6.5
36,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",91,79,6,5,8,7,2,6.2
36,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",91,82,5,5,8,7,3,5.9
37,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",21,66,5,5,7,8,2,5.85
37,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",21,69,5,5,7,8,1,5.85
37,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",21,72,4,4,7,8,3,5.2
38,HVAC,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",88,74,5,4,7,8,3,5.5
38,HVAC,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",88,77,6,5,7,8,2,6.15
38,HVAC,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",88,80,6,5,8,7,1,6.2
39,HVAC,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",20,67,6,6,7,8,1,6.5
39,HVAC,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",20,70,5,5,7,8,2,5.85
39,HVAC,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",20,73,5,4,8,9,3,5.85
40,HVAC,What temperature should I set the AC to overnight?,"Chambersburg, PA",92,75,6,7,8,9,1,7.2
40,HVAC,What temperature should I set the AC to overnight?,"Chambersburg, PA",92,78,6,6,7,8,2,6.5
40,HVAC,What temperature should I set the AC to overnight?,"Chambersburg, PA",92,81,5,5,7,8,3,5.85
41,HVAC,What temperature should I set the heat to overnight?,"Chambersburg, PA",18,67,7,7,6,8,2,6.95
41,HVAC,What temperature should I set the heat to overnight?,"Chambersburg, PA",18,70,6,6,7,8,3,6.5
41,HVAC,What temperature should I set the heat to overnight?,"Chambersburg, PA",18,73,7,6,8,9,1,7.15
42,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",85,76,4,4,7,6,3,4.9
42,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",85,79,4,4,7,6,2,4.9
42,HVAC,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",85,82,4,4,7,8,1,5.2
43,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",17,66,3,3,7,6,3,4.25
43,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",17,69,4,4,7,6,2,4.9
43,HVAC,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",17,72,4,4,7,6,1,4.9
44,HVAC,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",89,76,6,6,7,8,3,6.5
44,HVAC,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",89,79,7,8,6,9,2,7.45
44,HVAC,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",89,82,7,7,8,9,1,7.5
45,HVAC,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",21,66,6,6,7,8,3,6.5
45,HVAC,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",21,69,6,6,7,8,2,6.5
45,HVAC,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",21,72,7,7,6,8,1,6.95
46,HVAC,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",98,78,3,3,7,6,3,4.25
46,HVAC,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",98,80,4,3,7,8,2,4.85
46,HVAC,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",98,82,5,5,7,6,1,5.55
47,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",92,76,6,6,8,7,2,6.55
47,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",92,78,5,5,7,8,3,5.85
47,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",92,80,6,6,8,7,1,6.55
48,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",97,79,4,4,7,6,1,4.9
48,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",97,81,3,2,7,6,3,3.9
48,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",97,83,4,3,7,6,2,4.55
49,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",88,72,5,5,7,8,3,5.85
